datetime,oveFan_u,oveHeaPumY_u,ovePum_u,reaTSetCoo_y,reaTSetHea_y,reaTZon_y,time,weaSta_reaWeaHDirNor_y,weaSta_reaWeaTDryBul_y,rewards
2023-10-21 00:53:35,1.0,0.5,1.0,297.15,294.15,304.7094331822815,25318415.0,0.0,281.1544916815659,-0.0009757988981107801
2023-10-21 00:54:05,1.0,0.5,1.0,297.15,294.15,304.71014595975635,25318445.0,0.0,281.1549116739034,-0.0009757988981107801
2023-10-21 00:54:35,1.0,0.5,1.0,297.15,294.15,304.71085754725067,25318475.0,0.0,281.1552107911123,-0.0009757988981107801
2023-10-21 00:55:05,1.0,0.5,1.0,297.15,294.15,304.71156696392814,25318505.0,0.0,281.15538646760626,-0.0009757988981107801
2023-10-21 00:55:35,1.0,0.5,1.0,297.15,294.15,304.7122733073594,25318535.0,0.0,281.15543613779874,-0.0009757988981107801
2023-10-21 00:56:05,1.0,0.5,1.0,297.15,294.15,304.7129757469015,25318565.0,0.0,281.1553572361033,-0.0009757988981107801
2023-10-21 00:56:35,1.0,0.5,1.0,297.15,294.15,304.71367351724496,25318595.0,0.0,281.1551471969337,-0.0009757988981107801
2023-10-21 00:57:05,1.0,0.5,1.0,297.15,294.15,304.7143659125651,25318625.0,0.0,281.1548034547033,-0.0009757988981107801
2023-10-21 00:57:35,1.0,0.5,1.0,297.15,294.15,304.71505228137244,25318655.0,0.0,281.15432344382583,-0.0009757988981107801
2023-10-21 00:58:05,1.0,0.5,1.0,297.15,294.15,304.7157320220506,25318685.0,0.0,281.1537045987148,-0.0009757988981107801
2023-10-21 00:58:35,1.0,0.5,1.0,297.15,294.15,304.71640457905494,25318715.0,0.0,281.1529443537838,-0.0009757988981107801
2023-10-21 00:59:05,1.0,0.5,1.0,297.15,294.15,304.7170694397572,25318745.0,0.0,281.15204014344647,-0.0009757988981107801
2023-10-21 00:59:35,1.0,0.5,1.0,297.15,294.15,304.71772613197334,25318775.0,0.0,281.1509894021163,-0.0009757988981107801
2023-10-21 01:00:05,1.0,0.5,1.0,297.15,294.15,304.71837412415493,25318805.0,0.0,281.14979131063404,-0.0009757988981107801
2023-10-21 01:00:35,1.0,0.800000011920929,1.0,297.15,294.15,304.71901359493523,25318835.0,0.0,281.14852424833435,-0.001232754881575926
2023-10-21 01:01:05,1.0,0.800000011920929,1.0,297.15,294.15,304.71964604049583,25318865.0,0.0,281.1472316852334,-0.001232754881575926
2023-10-21 01:01:35,1.0,0.800000011920929,1.0,297.15,294.15,304.72027491494555,25318895.0,0.0,281.14591374152343,-0.001232754881575926
2023-10-21 01:02:05,1.0,0.800000011920929,1.0,297.15,294.15,304.72090393365914,25318925.0,0.0,281.1445705373969,-0.001232754881575926
2023-10-21 01:02:35,1.0,0.800000011920929,1.0,297.15,294.15,304.72153641480935,25318955.0,0.0,281.1432021930459,-0.001232754881575926
2023-10-21 01:03:05,1.0,0.800000011920929,1.0,297.15,294.15,304.72217515429475,25318985.0,0.0,281.1418088286629,-0.001232754881575926
2023-10-21 01:03:35,1.0,0.800000011920929,1.0,297.15,294.15,304.72282238856695,25319015.0,0.0,281.1403905644401,-0.001232754881575926
2023-10-21 01:04:05,1.0,0.800000011920929,1.0,297.15,294.15,304.72347995053,25319045.0,0.0,281.1389475205699,-0.001232754881575926
2023-10-21 01:04:35,1.0,0.800000011920929,1.0,297.15,294.15,304.7241493243142,25319075.0,0.0,281.1374798172446,-0.001232754881575926
2023-10-21 01:05:05,1.0,0.800000011920929,1.0,297.15,294.15,304.72483166135737,25319105.0,0.0,281.13598757465644,-0.001232754881575926
2023-10-21 01:05:35,1.0,0.800000011920929,1.0,297.15,294.15,304.72552789290285,25319135.0,0.0,281.1344709129978,-0.001232754881575926
2023-10-21 01:06:05,1.0,0.800000011920929,1.0,297.15,294.15,304.72623874850433,25319165.0,0.0,281.1329299524609,-0.001232754881575926
2023-10-21 01:06:35,1.0,0.800000011920929,1.0,297.15,294.15,304.7269648033092,25319195.0,0.0,281.1313648132382,-0.001232754881575926
2023-10-21 01:07:05,1.0,0.800000011920929,1.0,297.15,294.15,304.72770648553137,25319225.0,0.0,281.12977561552185,-0.001232754881575926
2023-10-21 01:07:35,1.0,0.800000011920929,1.0,297.15,294.15,304.7284640984484,25319255.0,0.0,281.1281624795042,-0.001232754881575926
2023-10-21 01:08:05,1.0,0.800000011920929,1.0,297.15,294.15,304.7292378416976,25319285.0,0.0,281.12652552537764,-0.001232754881575926
2023-10-21 01:08:35,1.0,0.800000011920929,1.0,297.15,294.15,304.7300278296206,25319315.0,0.0,281.12486487333433,-0.001232754881575926
2023-10-21 01:09:05,1.0,0.800000011920929,1.0,297.15,294.15,304.7308340805122,25319345.0,0.0,281.12318064356674,-0.001232754881575926
2023-10-21 01:09:35,1.0,0.800000011920929,1.0,297.15,294.15,304.7316565564009,25319375.0,0.0,281.12147295626704,-0.001232754881575926
2023-10-21 01:10:05,1.0,0.800000011920929,1.0,297.15,294.15,304.7324951623068,25319405.0,0.0,281.11974193162763,-0.001232754881575926
2023-10-21 01:10:35,1.0,0.800000011920929,1.0,297.15,294.15,304.7333497458641,25319435.0,0.0,281.1179876898408,-0.001232754881575926
2023-10-21 01:11:05,1.0,0.800000011920929,1.0,297.15,294.15,304.7342201062626,25319465.0,0.0,281.11621035109874,-0.001232754881575926
2023-10-21 01:11:35,1.0,0.800000011920929,1.0,297.15,294.15,304.73510600208294,25319495.0,0.0,281.11441003559395,-0.001232754881575926
2023-10-21 01:12:05,1.0,0.800000011920929,1.0,297.15,294.15,304.73600715754867,25319525.0,0.0,281.11258686351863,-0.001232754881575926
