Type,episode,time_steps,Length,Date,Loss,cost_tot,emis_tot,ener_tot,idis_tot,pdih_tot,pele_tot,pgas_tot,tdis_tot,extrinsic_reward
Train,2,100.81104230880737,14.0,December 14,-5.755863189697266,0.5703854400577365,2.042418492704019,11.282348767846413,0.0,,0.00025517153990852024,0.11847153791340201,213.80011602999292,-214.37050147005067
Test,2,100.81104230880737,14.0,November 13,-5.755863189697266,0.5208299339754875,1.86328597302247,10.292994530982428,0.0,,0.00025517153990852024,0.11823198884807148,537.4532114577619,-537.9740413917374
Test,2,100.81104230880737,14.0,December 06,-5.755863189697266,0.5190775862033861,1.8572512228499385,10.259633377877128,0.0,,0.00025517153990852024,0.11858565864402011,246.0816310650081,-246.6007086512115
Train,3,199.28383255004883,14.0,December 14,-17.913856506347656,0.5624977021361145,2.015566378717729,11.13387168153815,0.0,,0.00025517153990852024,0.11834618832244172,104.3508346924625,-104.91333239459861
Test,3,199.28383255004883,14.0,November 13,-17.913856506347656,0.5602612919267728,2.0064722998260978,11.083749471625802,0.0,,0.00025517153990852024,0.11835768498372336,408.602707580636,-409.1629688725628
Test,3,199.28383255004883,14.0,December 06,-17.913856506347656,0.6130721716788321,2.1979217091313914,12.141073321470275,0.0,,0.00025517153990852024,0.11859184964082345,380.17598665045375,-380.7890588221326
Train,4,297.97433710098267,14.0,December 14,3.413262367248535,0.5895149696940549,2.111879931125845,11.665953996645317,0.0,,0.00025517153990852024,0.1184272256041652,152.88423164468688,-153.47374661438093
Test,4,297.97433710098267,14.0,November 13,3.413262367248535,0.5525529827900364,1.978058585146799,10.926876658267155,0.0,,0.00025517153990852024,0.11850117058340849,417.0486233319159,-417.6011763147059
Test,4,297.97433710098267,14.0,December 06,3.413262367248535,0.5855417502932841,2.098106810299914,11.589823580865119,0.0,,0.00025517153990852024,0.11831892972748267,291.8036036463695,-292.38914539666274
Train,5,397.88701486587524,14.0,December 14,-9.694014549255371,0.6077576164668015,2.1770083166703813,12.025744451847922,0.0,,0.00025517153990852024,0.11847182701913418,80.989610924879,-81.5973685413458
Test,5,397.88701486587524,14.0,November 13,-9.694014549255371,0.598650047130412,2.145674175724208,11.852520520523681,0.0,,0.00025517153990852024,0.11853764205741898,358.3192582062927,-358.91790825342315
Test,5,397.88701486587524,14.0,December 06,-9.694014549255371,0.612146557266719,2.194075358525858,12.119881673965251,0.0,,0.00025517153990852024,0.11853888088521813,333.4011429117498,-334.0132894690165
Train,6,497.5538914203644,14.0,December 14,9.005297660827637,0.6132846898237663,2.1974433966449927,12.138560762720259,0.0,,0.00025517153990852024,0.11849207669624814,129.69605505918963,-130.3093397490134
Test,6,497.5538914203644,14.0,November 13,9.005297660827637,0.6126921298449155,2.194999069262303,12.125092002032265,0.0,,0.00025517153990852024,0.1185428918628125,291.30279826149814,-291.91549039134304
Test,6,497.5538914203644,14.0,December 06,9.005297660827637,0.6463061698500093,2.3165023506999223,12.796158682536502,0.0,,0.00025517153990852024,0.11852210257993716,305.1874354277532,-305.8337415976032
Train,7,599.8026812076569,14.0,December 14,18.838193893432617,0.6755726804648614,2.4212825647321576,13.374967788934558,0.0,,0.00025517153990852024,0.11858322635567971,215.74285187602328,-216.41842455648813
Test,7,599.8026812076569,14.0,November 13,18.838193893432617,0.6098765887861781,2.184135424075397,12.065162862823643,0.0,,0.00025517153990852024,0.11852733339278784,311.40286426572726,-312.0127408545134
Test,7,599.8026812076569,14.0,December 06,18.838193893432617,0.6265770726714486,2.2451978376883517,12.402340498019035,0.0,,0.00025517153990852024,0.1185054019276271,228.7037162604461,-229.33029333311754
Train,8,668.0495193004608,14.0,December 14,0.8030955791473389,0.6447689032315118,2.31072083539318,12.764250479208352,0.0,,0.00025517153990852024,0.11842533528079728,170.6837127490792,-171.32848165231073
Test,8,668.0495193004608,14.0,November 13,0.8030955791473389,0.6297524704418402,2.255252241260888,12.458018833247491,0.0,,0.00025517153990852024,0.1185414148233592,347.62292104587436,-348.2526735163162
Test,8,668.0495193004608,14.0,December 06,0.8030955791473389,0.635413465967241,2.2746808748370544,12.565430974207851,0.0,,0.00025517153990852024,0.11854131142316925,303.9198469913028,-304.55526045727004
Train,9,736.4112281799316,14.0,December 14,7.75612735748291,0.6244804928338916,2.2371899845506498,12.358157360889223,0.0,,0.00025517153990852024,0.11845370562004023,121.14325214468829,-121.76773263752219
Test,9,736.4112281799316,14.0,November 13,7.75612735748291,0.6539819815468491,2.3425357217674914,12.940119285996383,0.0,,0.00025517153990852024,0.11836578830693202,239.12794996590497,-239.78193194745182
Test,9,736.4112281799316,14.0,December 06,7.75612735748291,0.6101824447789279,2.18375495639549,12.063215528279821,0.0,,0.00025517153990852024,0.11836415695863828,251.87443171716507,-252.484614161944
Train,10,805.0061590671539,14.0,December 14,-6.0933942794799805,0.5776301516593936,2.0662086371902877,11.413990938693074,0.0,,0.00025517153990852024,0.11824206961950703,163.2095629904854,-163.78719314214482
Test,10,805.0061590671539,14.0,November 13,-6.0933942794799805,0.5748202040928203,2.0573394202940127,11.36487250140917,0.0,,0.00025517153990852024,0.11824620294692789,304.9813940153154,-305.5562142194082
Test,10,805.0061590671539,14.0,December 06,-6.0933942794799805,0.6435417588100698,2.305055047721507,12.733085620813162,0.0,,0.00025517153990852024,0.11856222844963066,314.9157200148862,-315.5592617736962
Train,11,873.4708919525146,14.0,December 14,1.0835049152374268,0.6499709532654417,2.3260724480596924,12.849395690012855,0.0,,0.00025517153990852024,0.11856613714289894,149.95189913095106,-150.6018700842165
