Type,episode,time_steps,Length,Date,Loss,cost_tot,emis_tot,ener_tot,idis_tot,pdih_tot,pele_tot,pgas_tot,tdis_tot,extrinsic_reward
Train,1,92.31000399589539,14.0,December 14,2.117776393890381,0.4963844197766964,1.770787409693929,9.78255053944214,0.0,,0.00025517153990852024,0.11818874532859486,264.73527994079546,-265.23166436057215
Test,1,92.31000399589539,14.0,November 13,2.117776393890381,0.49220242784451507,1.756881895066391,9.705624423249475,0.0,,0.00025517153990852024,0.11815162234957832,454.37121694687585,-454.86341937472037
Test,1,92.31000399589539,14.0,December 06,2.117776393890381,0.5528346165856299,1.976530774495608,10.918702338570796,0.0,,0.00025517153990852024,0.11858135365963028,372.0929902968796,-372.6458249134652
Train,2,158.88791275024414,14.0,December 14,-7.062294960021973,0.5254464755886478,1.8763657517936714,10.365608433956977,0.0,,0.00025517153990852024,0.11824299272835162,144.8682927886442,-145.39373926423283
Test,2,158.88791275024414,14.0,November 13,-7.062294960021973,0.5731987694554086,2.049614005560097,11.322397998640053,0.0,,0.00025517153990852024,0.11853203184540412,356.5654830679711,-357.13868183742653
Test,2,158.88791275024414,14.0,December 06,-7.062294960021973,0.5020490534882163,1.7924922529380962,9.902299736149526,0.0,,0.00025517153990852024,0.11828871408428852,341.07409776935754,-341.57614682284577
Train,3,225.7214753627777,14.0,December 14,-4.777429580688477,0.555924021887671,1.9851642784592578,10.966648036653153,0.0,,0.00025517153990852024,0.11810011969748103,168.77962910561737,-169.33555312750505
Test,3,225.7214753627777,14.0,November 13,-4.777429580688477,0.6072313017480615,2.1714360747987773,11.995349083520571,0.0,,0.00025517153990852024,0.11846195942886102,411.68166504864826,-412.2888963503963
Test,3,225.7214753627777,14.0,December 06,-4.777429580688477,0.604197490505797,2.1617528572118525,11.94173539170472,0.0,,0.00025517153990852024,0.11862176250473325,275.737654626031,-276.34185211653676
Train,4,327.35764360427856,14.0,December 14,-1.4437239170074463,0.5660643717861218,2.022468591018551,11.172613597115474,0.0,,0.00025517153990852024,0.11845165075027422,115.0882656193335,-115.65432999111962
Test,4,327.35764360427856,14.0,November 13,-1.4437239170074463,0.5955373383217416,2.1296365584938477,11.764440234376892,0.0,,0.00025517153990852024,0.11845053913061719,433.0694328375851,-433.66497017590683
Test,4,327.35764360427856,14.0,December 06,-1.4437239170074463,0.6015324209613441,2.1524956157662296,11.890568364498632,0.0,,0.00025517153990852024,0.11850423496949458,149.58033568590525,-150.1818681068666
Train,5,428.16221737861633,14.0,December 14,9.745615005493164,0.6228933310918281,2.2270365166938078,12.302537103137333,0.0,,0.00025517153990852024,0.11847499983202914,110.55761151935663,-111.18050485044846
Test,5,428.16221737861633,14.0,November 13,9.745615005493164,0.6706985779932076,2.401441088334864,13.265613054024204,0.0,,0.00025517153990852024,0.11851386427336903,220.5392080403106,-221.20990661830382
Test,5,428.16221737861633,14.0,December 06,9.745615005493164,0.6542397234674084,2.3405350461252143,12.929373371509302,0.0,,0.00025517153990852024,0.11860181185103262,343.553944249847,-344.2081839733144
Train,6,526.3457643985748,14.0,December 14,-0.8724040985107422,0.6205660748248667,2.2193928013693998,12.26024096440544,0.0,,0.00025517153990852024,0.11860227295171576,126.2269401442311,-126.84750621905596
Test,6,526.3457643985748,14.0,November 13,-0.8724040985107422,0.6254375830316443,2.237925636932163,12.362502678098386,0.0,,0.00025517153990852024,0.11859268500237363,270.1213537578179,-270.74679134084954
Test,6,526.3457643985748,14.0,December 06,-0.8724040985107422,0.6537631871821159,2.3380808658883976,12.915894676243107,0.0,,0.00025517153990852024,0.11858104454325176,275.43098722437253,-276.08475041155464
Train,7,625.2450988292694,14.0,December 14,6.179941177368164,0.5942641199618168,2.124815160830925,11.737834204915654,0.0,,0.00025517153990852024,0.11820884200171834,69.76721789379846,-70.36148201376028
Test,7,625.2450988292694,14.0,November 13,6.179941177368164,0.6568307433638941,2.3510164391099644,12.987146828074481,0.0,,0.00025517153990852024,0.1185241913964989,364.3729905290406,-365.0298212724045
Test,7,625.2450988292694,14.0,December 06,6.179941177368164,0.6448563739783493,2.307957386044739,12.749307005285527,0.0,,0.00025517153990852024,0.1186090672256239,332.6004146575479,-333.2452710315263
Train,8,725.9655501842499,14.0,December 14,10.402983665466309,0.6018835423195906,2.1517982542449197,11.886920611377322,0.0,,0.00025517153990852024,0.11834356822441253,122.41270439684266,-123.01458793916224
Test,8,725.9655501842499,14.0,November 13,10.402983665466309,0.6265298603715623,2.241126938852144,12.380260979360855,0.0,,0.00025517153990852024,0.11861915220629504,303.1158927362503,-303.7424225966219
Test,8,725.9655501842499,14.0,December 06,10.402983665466309,0.6006999567358952,2.1470130806870626,11.860544470928557,0.0,,0.00025517153990852024,0.11849083358138311,230.65580742759153,-231.25650738432742
Train,9,829.2422585487366,14.0,December 14,-8.65761947631836,0.6009664051633454,2.1488485991504658,11.870591691945219,0.0,,0.00025517153990852024,0.1184286531381939,138.650175878818,-139.25114228398135
Test,9,829.2422585487366,14.0,November 13,-8.65761947631836,0.6108219455594266,2.185309897283747,12.071881930758734,0.0,,0.00025517153990852024,0.11850986151767132,446.2804323792586,-446.8912543248181
Test,9,829.2422585487366,14.0,December 06,-8.65761947631836,0.5799546643648916,2.0726876143926067,11.449973866782006,0.0,,0.00025517153990852024,0.11850645168135175,261.0774048870323,-261.6573595513972
Train,10,933.004008769989,14.0,December 14,0.28514862060546875,0.5950266062080294,2.126479452499812,11.747139292961597,0.0,,0.00025517153990852024,0.11847028740369082,162.34726519739937,-162.9422918036074
