Type,episode,time_steps,Length,Date,Loss,cost_tot,emis_tot,ener_tot,idis_tot,pdih_tot,pele_tot,pgas_tot,tdis_tot,extrinsic_reward
Train,2,2.416430711746216,7.0,February 28,-2.3320508003234863,0.3817105875167819,0.25146220163827465,1.5057616864567354,0.0,,0.02333843539723495,,164.9893158840609,-165.37102647157766
Test,2,2.416430711746216,7.0,January 16,-2.3320508003234863,0.4004041096130162,0.2637770662933873,1.5795033909783684,0.0,,0.021844753372589426,,126.0323290036593,-126.43273311327232
Test,2,2.416430711746216,7.0,April 17,-2.3320508003234863,0.42979457999492865,0.2831388357363039,1.6954421301575104,0.0,,0.025754291082961876,,765.0033619071678,-765.4331564871627
Train,3,7.661635637283325,7.0,February 28,-1.8076844215393066,0.395125297097091,0.2602995053854605,1.5586796729668297,0.0,,0.02277562952576086,,200.09024752304921,-200.4853728201463
Test,3,7.661635637283325,7.0,January 16,-1.8076844215393066,0.38431964803407814,0.2531809910125881,1.51605383839873,0.0,,0.021489319199695746,,107.34301238276596,-107.72733203080004
Test,3,7.661635637283325,7.0,April 17,-1.8076844215393066,0.3868129483899311,0.25482352024109856,1.5258893427610696,0.0,,0.024894288058563176,,642.0156029861142,-642.4024159345041
Train,4,13.078628063201904,7.0,February 28,-4.380819797515869,0.3845547485923598,0.2533358698813576,1.516981256774594,0.0,,0.02289365148907709,,180.9382629510531,-181.32281769964547
Test,4,13.078628063201904,7.0,January 16,-4.380819797515869,0.3704521219015465,0.24404538208109777,1.4613495932999852,0.0,,0.021416738698220115,,88.41239688383845,-88.78284900574
Test,4,13.078628063201904,7.0,April 17,-4.380819797515869,0.4162165693257448,0.27419395296804516,1.6418799578924863,0.0,,0.025070809843410858,,740.7150070801979,-741.1312236495237
Train,5,18.38182020187378,7.0,February 28,-5.236638069152832,0.3919071857434324,0.2581794872550425,1.5459849536230095,0.0,,0.023071596773862342,,184.03290167751234,-184.42480886325578
Test,5,18.38182020187378,7.0,January 16,-5.236638069152832,0.3840021572191237,0.2529718353277858,1.5148014091484172,0.0,,0.02197559160109615,,111.17393088036167,-111.5579330375808
Test,5,18.38182020187378,7.0,April 17,-5.236638069152832,0.3940763167493499,0.2596084611327077,1.5545416834293893,0.0,,0.025063084178084095,,623.7737300094167,-624.167806326166
Train,6,23.87234115600586,7.0,February 28,-4.2323503494262695,0.34811330793959727,0.22932908254797907,1.3732280392094562,0.0,,0.022895476188321422,,123.6699307430969,-124.0180440510365
Test,6,23.87234115600586,7.0,January 16,-4.2323503494262695,0.33855387190806874,0.22303154480728793,1.3355182323789692,0.0,,0.02138554290923784,,62.5370808480599,-62.87563471996797
Test,6,23.87234115600586,7.0,April 17,-4.2323503494262695,0.4447068830731796,0.2929627198154674,1.7542677833261546,0.0,,0.025025911564840287,,812.0511861934085,-812.4958930764817
Train,7,29.303590774536133,7.0,February 28,0.45906710624694824,0.35262919835093,0.23230404782881786,1.3910422025677722,0.0,,0.02257642299057342,,115.59882498661479,-115.95145418496571
Test,7,29.303590774536133,7.0,January 16,0.45906710624694824,0.34287872812325526,0.22588066113050734,1.3525788091647144,0.0,,0.02147136307505511,,79.98307256684365,-80.3259512949669
Test,7,29.303590774536133,7.0,April 17,0.45906710624694824,0.37212148331827716,0.24514511918797743,1.46793484543699,0.0,,0.025310937205835916,,600.0531024895461,-600.4252239728644
Train,8,35.04389238357544,7.0,February 28,-1.811099886894226,0.29955517794172304,0.19734009750007023,1.1816772305393413,0.0,,0.022106808163455706,,44.46691669367026,-44.76647187161198
Test,8,35.04389238357544,7.0,January 16,-1.811099886894226,0.3486585252393198,0.229688259230637,1.3753787977882443,0.0,,0.021441406273049846,,51.63666840241946,-51.98532692765878
Test,8,35.04389238357544,7.0,April 17,-1.811099886894226,0.3593572067889408,0.23673630585306976,1.4175826697788596,0.0,,0.02459074578036511,,487.02769104056836,-487.3870482473573
Train,9,40.59541368484497,7.0,February 28,-4.313229560852051,0.3513534774075188,0.23146363205939133,1.3860097728107266,0.0,,0.023496303560695833,,113.98585582328602,-114.33720930069353
Test,9,40.59541368484497,7.0,January 16,-4.313229560852051,0.3143897834041703,0.2071127961676387,1.2401963842373573,0.0,,0.021353079087686112,,18.04854170462338,-18.36293148802755
Test,9,40.59541368484497,7.0,April 17,-4.313229560852051,0.2977206119019011,0.1961315273673273,1.17444028363669,0.0,,0.024735929866710582,,384.77840016905884,-385.07612078096076
Train,10,46.338483810424805,7.0,February 28,-0.05160355567932129,0.344563061581894,0.22699026147604065,1.359223122611022,0.0,,0.022787500152916182,,122.6356777023075,-122.9802407638894
Test,10,46.338483810424805,7.0,January 16,-0.05160355567932129,0.29986332925211584,0.19754310053295188,1.1828928175625857,0.0,,0.02119051022163996,,22.123936933928384,-22.4238002631805
Test,10,46.338483810424805,7.0,April 17,-0.05160355567932129,0.2919052107531231,0.19230047414505544,1.1514998451799732,0.0,,0.025200348268183202,,406.0416513845131,-406.3335565952662
Train,11,52.011470317840576,7.0,February 28,23.38935089111328,0.27348169333357497,0.18016348239332147,1.0788232478642008,0.0,,0.02231629922172886,,28.571821595582463,-28.84530328891604
Test,11,52.011470317840576,7.0,January 16,23.38935089111328,0.2375210822627641,0.15647345458730405,0.9369667939359527,0.0,,0.02083061547051014,,118.1943995385407,-118.43192062080345
Test,11,52.011470317840576,7.0,April 17,23.38935089111328,0.30938590711890646,0.20381635695801753,1.2204572272935164,0.0,,0.02521020650898808,,420.3979176792476,-420.7073035863665
